workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/054.JPG,0.86,filler12,scrambled,surface,enu,audio/f12-scrambled.m4a,filler,everya,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/009.JPG,0.62,filler8,scrambled,surface,motun,audio/f8-scrambled.m4a,filler,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/5-bottle-aevery-surface.JPG,0.85,5-bottle,scrambled,surface,motun,audio/5-bottle-motun-aevery-scrambled.m4a,test,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/005.JPG,0.56,filler11,scrambled,surface,motun,audio/f11-scrambled.m4a,filler,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/005.JPG,0.51,filler10,scrambled,surface,motun,audio/f10-scrambled.m4a,filler,everya,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/2-fishing-aevery-surface.JPG,0.76,2-fishing,scrambled,surface,enu,audio/2-fishing-enu-aevery-scrambled.m4a,test,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/053.JPG,0.47,filler1,scrambled,surface,motun,audio/f1-scrambled.m4a,filler,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/3-pole-aevery-inverse.JPG,0.81,3-pole,scrambled,surface,motun,audio/3-pole-motun-everya-scrambled.m4a,test,everya,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/009.JPG,0.66,filler7,scrambled,inverse,motun,audio/f7-scrambled.m4a,filler,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
0,one_slider,images/6-biting-aevery-surface.JPG,0.13,6-biting,scrambled,surface,motun,audio/6-biting-motun-aevery-scrambled.m4a,test,aevery,small,under8,eng,sdd ,near native,2,Male,41,L2,,neverlived,NA,yes,mostsem,2,Windows,864,1536,Chrome,3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:02 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:02 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q2T3FD0ON3E6Q6IU52LL9YWZOWM3M,3R3YRB5GRGZ0Q3853ODJOAPKHXMAU1,0,Approved,Thu Aug 30 01:38:02 PDT 2018,Wed Aug 29 08:54:46 PDT 2018,Wed Aug 29 08:58:02 PDT 2018,Thu Aug 30 01:38:37 PDT 2018,,,,,[],undefined,3.164433333333333
